JCR Cell Biology,JCR Psychopathol. & Dev. Disabilities,ACR Cell Biology,ACR Psychopathol. & Dev. Disabilities,RCR Cell Biology,RCR Psychopathol. & Dev. Disabilities
9.921,3.118,10,1,1.289691,0.218515
9.921,3.118,23.5,3,2.363701,0.978447
9.921,3.118,16,8.5,1.91175,1.398562
9.921,3.118,5.5,3.5,0.725852,1.196147
9.921,5.168,3.5,3,0.359039,0.717326
9.921,5.168,7,12.5,0.866336,2.526622
9.921,5.168,4.5,6.5,0.579548,1.127879
9.921,2.283,45,4,5.656576,1.275452
9.921,2.283,10,2,1.080086,0.414379
9.921,2.283,6.5,0.5,0.752926,0.227422
9.921,2.283,15,2.5,1.746979,0.527718
9.921,2.283,7.5,0.5,1.010009,0.159281
9.921,2.283,12,2.5,1.140023,0.503532
9.921,2.283,14,0,1.416135,0
9.921,2.283,9.5,2,0.996063,0.32337
9.921,3.817,33,2,3.558398,0.591727
9.921,3.817,4,3.5,0.398981,0.689227
9.921,3.817,4.5,10.5,0.426845,1.730735
9.921,3.817,7,5.5,0.757137,1.383824
9.921,3.817,5,2,0.550871,0.411622
9.921,3.817,13.5,7.5,1.529324,1.502939
9.921,3.817,6.5,3,0.949943,0.59142
9.921,3.817,14,8,1.401991,1.571264
9.921,3.817,4,5,0.452068,1.012071
9.921,3.817,20.5,3,2.25861,0.634029
9.921,3.817,3.5,2.5,0.393382,0.55761
9.921,3.817,4.5,4.5,0.452307,1.268316
6.495,3.817,6.5,1,0.872838,0.287671
14.152,3.817,10.5,4,1.176616,0.689313
14.152,3.263,0.5,4.5,0.04899,1.074051
14.152,3.263,0.5,1.5,0.060171,0.310093
14.152,3.974,8,6,1.40103,1.01301
14.152,3.974,6,6.5,0.804822,1.350031
14.152,3.974,20,4.5,2.223522,0.822162
14.152,3.974,2,6,0.21606,1.112692
14.152,2.212,2,2.5,0.200046,0.533823
3.774,2.212,4.5,1.5,0.906033,0.654839
3.774,2.212,1.5,3,0.232269,0.835892
3.774,2.212,0.5,0.5,0.145162,0.146827
3.774,1.676,3,7.5,0.420246,2.808931
3.774,3.349,5,9.5,0.781804,2.24088
3.774,3.349,4,9.5,0.693497,2.159857
3.774,2.047,2,11,0.524976,1.78926
3.774,1.966,3,0.5,0.385552,0.091879
3.774,8.273,3.5,3.5,0.583962,0.639322
3.774,4.374,1,6,0.261506,1.274849
3.774,4.374,6,3,0.827891,0.538705
14.776,31.377,9.5,53,1.25606,9.237699
14.776,31.377,5.5,9.5,0.916808,1.310861
4.283,3.369,8.5,2.5,0.864855,0.542794
4.283,5.486,2.5,0,0.396089,0
4.283,5.486,3,6,0.509731,0.795865
6.288,3.43,11.5,0,1.842137,0
6.288,3.43,3.5,2.5,0.568089,0.575085
6.27,3.43,1.5,8.5,0.168618,2.072484
7.271,4.482,5.5,5,0.920265,1.024853
7.271,4.482,7.5,3.5,1.065556,0.613902
7.271,2.553,4,9,0.449618,1.744172
7.271,5.756,4,10,0.586911,1.748097
7.271,5.756,4,27,0.65088,5.831518
7.271,5.756,0,2.5,0,0.430839
7.271,5.756,1.5,1.5,0.244904,0.266205
7.271,5.756,18,6.5,2.204618,1.34805
7.271,1.06,3,0.5,0.397174,0.174644
7.271,2.925,3,1,0.55756,0.216131
7.271,3.566,20.5,3,3.45878,0.658018
7.271,3.566,4.5,2,0.55326,0.373672
7.271,3.566,7,9,1.096499,1.742832
7.271,12.759,11,11,1.617056,2.12537
7.271,12.759,7,34.5,1.147362,7.269889
7.271,12.759,6,7.5,0.737796,1.286574
7.271,12.759,3,11,0.408633,2.515185
7.271,12.759,2,7,0.236954,1.276996
7.271,12.759,8,1,0.919944,0.193253
7.271,12.759,7.5,27,1.051854,4.159508
7.271,12.759,11,15.5,1.704048,3.127957
7.271,12.759,3.5,22.5,0.43832,4.183654
7.271,12.759,1.5,4.5,0.220912,1.024523
7.271,0.582,16.5,1.5,1.959091,0.423416
7.271,1.695,4,0.5,0.505018,0.114316
7.271,6.012,2.5,0.5,0.354256,0.098086
7.271,1.344,2,1.5,0.289227,0.467882
7.271,1.344,6,0.5,0.873865,0.303126
7.271,1.344,4,1,0.412092,0.539201
7.271,21.952,3.5,0.5,0.491674,0.029635
7.271,5.016,10.5,8,1.543412,1.448243
7.271,3.114,5,1.5,0.748716,0.46769
7.271,3.658,11,1,1.804492,0.26458
7.271,1.826,1,5,0.076441,1.0606
7.271,1.842,4.5,2.5,0.687132,0.645635
7.274,2.278,6.5,0.5,0.928009,0.111075
4.017,2.278,0.5,1,0.078265,0.191992
4.017,2.278,3,0,0.608592,0
3.603,2.278,0.5,2.5,0.082498,0.498604
3.603,2.278,4,13,0.727201,2.69202
3.603,0.359,1.5,2,0.269952,0.462118
5.139,5.023,2.5,2.5,0.429784,0.313481
5.139,5.023,4.5,5.5,0.685232,1.253743
5.139,5.023,0.5,3.5,0.151377,0.835304
5.139,5.023,0.5,6,0.09407,1.150031
5.139,5.023,3.5,9,0.70802,1.863159
5.139,3.774,1,0,0.121083,0
5.139,3.04,3,1.5,0.504103,0.592347
3.957,3.04,3,4,0.69708,1.180749
3.988,6.288,6,2,1.192298,0.419301
3.988,1.796,1,4.5,0.119468,0.912621
3.988,7.271,3,22.5,0.520241,4.005078
3.988,7.271,2.5,14,0.48849,2.237527
1.42,7.271,3.5,10,0.558188,1.826429
6.516,7.271,0,7,0,1.184833
9.396,7.271,23.5,8,2.536513,1.509215
9.396,7.271,16,5,1.853994,1.007279
9.396,7.271,2,0.5,0.220079,0.113276
9.396,7.271,7.5,4.5,1.077957,0.835199
9.396,7.271,27.5,7,3.21158,1.059316
9.396,7.271,16.5,12.5,1.801675,1.895668
9.396,7.271,3,18,0.281632,3.140793
9.396,7.271,8.5,4,0.98516,0.564689
6.948,7.271,22.5,7.5,2.715777,1.581509
6.948,7.271,8.5,3,0.826437,0.597481
6.948,7.271,8,7,1.064931,1.291986
6.948,7.271,6.5,11.5,0.68625,1.812518
6.948,2.484,10.5,3,1.526051,0.625303
6.948,4.851,9.5,3.5,1.170244,0.866926
6.948,4.042,32,7.5,4.020408,2.18051
6.948,4.042,1,1.5,0.105245,0.413758
6.948,4.017,4.5,4,0.716369,0.795171
1.524,4.017,5,2,0.935212,0.576491
1.524,4.017,2.5,4,0.388452,0.796042
5.278,4.017,3.5,5,0.329689,0.90337
5.278,3.957,4.5,1,0.462106,0.201692
5.278,1.644,6,2,0.720585,0.880994
5.278,1.644,8,0.5,0.842031,0.273764
5.278,1.644,5,1,0.848275,0.402094
5.278,1.644,0.5,0,0.10976,0
5.278,1.644,4,4,0.488839,0.719596
5.278,1.644,5,1.5,0.59029,0.391319
5.278,1.644,7.5,2,0.833729,0.989512
2.569,1.644,1,2.5,0.124012,0.59441
3.676,1.644,6.5,0,1.092863,0
10.364,1.644,6.5,3,0.683303,1.510667
10.364,1.644,13.5,1,1.751434,0.534451
10.364,1.644,30,1.5,3.887423,0.801677
10.364,1.644,14,0,1.922203,0
10.364,1.644,9,3.5,1.458853,0.533515
10.364,1.644,17,1,2.206362,0.534451
9.644,1.644,1,1,0.13928,0.569729
12.14,1.644,18,0,1.962321,0
12.14,1.644,4.5,0,0.728081,0
12.14,1.644,6.5,2,0.705711,1.092491
10.308,1.644,7.5,0.5,1.071767,0.267226
10.308,1.644,6,1,0.991355,0.313772
11.05,3.988,6.5,0,0.977268,0
11.05,1.963,39.5,0.5,4.546647,0.144237
11.05,1.963,16,3,2.185304,0.750362
2.332,1.963,2,2,0.324197,0.510054
2.332,1.963,3.5,0.5,0.595645,0.237337
2.332,2.096,4.5,5,0.982072,1.774191
2.332,2.096,1,1,0.313541,0.53758
2.332,4.577,2,6,0.390404,1.122914
2.332,3.077,6.5,12,1.583026,2.338166
2.332,3.077,4,5,0.822614,1.174214
2.332,3.077,9.5,6.5,1.394606,1.430755
2.332,9.686,1.5,1.5,0.229545,0.192027
2.332,9.686,0,21,0,2.989699
2.332,9.686,3,29,0.676973,5.271368
2.332,9.686,1,5.5,0.22131,0.832929
2.332,9.686,2.5,10,0.701049,1.290223
2.332,2.332,1,1,0.393928,0.173181
2.332,2.332,11,1,3.006357,0.415614
1.692,2.332,2,0,0.322183,0
1.692,2.332,10,1,1.501239,0.16884
0.939,2.332,3.5,1,0.289643,0.161131
1.626,2.332,1,6,0.124161,1.034277
6.446,2.332,4,1.5,0.467797,0.333345
6.446,1.867,5,0,0.599025,0
6.446,9.32,14,4,1.716089,0.814221
0.506,9.32,1,7,0.124206,0.966852
1.829,3.09,4,4,0.440371,0.89108
11.502,4.22,11,1,1.75718,0.169314
1.093,2.255,1,2,0.124759,0.734839
1.093,2.255,1,3,0.23596,0.987642
1.093,2.255,1,0,0.116001,0
3.776,4.313,3,3,0.375337,0.563345
3.948,4.313,0,2,0,0.686096
6.174,2.085,2,2,0.212147,0.647987
5.127,2.085,0,3,0,0.901663
5.127,2.085,3,2,0.377564,0.771401
5.127,1.093,3,2,0.366259,0.359013
5.127,3.948,5,2,0.629585,0.890478
5.127,2.468,0,2,0,0.499568
5.127,3.343,0,4,0,0.977004
6.265,3.343,5,11,0.503236,3.738388
6.265,3.343,2,2,0.279452,0.308209
6.265,3.343,6,1,0.725889,0.280624
6.265,3.343,2,1,0.229539,0.168899
6.265,3.343,2,0,0.184019,0
6.265,3.343,2,4,0.25736,0.970943
6.265,2.811,5,1,0.424832,0.432096
6.265,2.811,13,3,1.33251,0.504207
3.343,2.391,1,2,0.269493,0.232699
10.603,3.705,6,1,0.595388,0.221357
10.603,3.705,24,2,2.302529,0.433139
10.603,3.708,11,18,1.330233,4.046562
10.603,3.336,20,1,2.150609,0.222086
10.603,3.336,7,1,0.630857,0.237492
2.391,2.221,5,2,0.948591,0.511291
4.223,11.08,9,2,1.233327,0.303061
3.536,2.034,2,3,0.3762,1.742015
3.536,2.076,1,7,0.183581,2.885357
3.536,2.076,6,3,1.06018,1.47539
3.536,2.076,5,6,0.6012,2.274916
3.536,2.076,6,2,1.045954,0.378817
4.746,2.076,1,5,0.221824,1.187606
4.746,2.076,3,1,0.467916,0.362466
3.431,3.286,5,0,0.768209,0
3.708,3.089,17,3,2.356706,0.767559
3.708,3.089,16,3,2.493543,0.875228
3.708,3.089,12,3,1.611106,0.770771
3.662,11.089,2,13,0.289092,2.581179
3.682,11.089,1,6,0.103679,0.972857
3.682,7.492,1,7,0.101053,1.217312
2.221,3.155,2,9,0.868969,1.279964
5.125,3.155,4,22,0.752837,3.809647
5.125,9.111,9,18,1.117286,3.795218
3.248,9.111,5,4,0.87552,1.108332
3.248,9.111,1,15,0.163756,3.304393
3.778,13.104,4,31,0.5557,6.080315
3.778,13.104,0,5,0,0.808057
2.996,25.737,2,26,0.34166,3.94548
2.996,16.833,1,86,0.093154,22.08064
13.455,16.833,4,19,0.465184,3.694314
13.455,2.585,2,10,0.131945,1.938253
11.089,1.219,12,0,1.623854,0
34.317,12.016,42,2,5.722003,0.401074
34.317,12.016,19,8,2.125908,1.764573
13.574,12.016,13,5,1.513667,0.745957
15.836,12.016,1,11,0.125494,2.098902
15.836,2.577,12,0,1.185409,0
15.836,2.284,12,1,1.269927,0.449068
22.233,1.53,6,0,0.662549,0
9.447,1.53,16,0,2.853976,0
2.862,2.057,12,1,2.399876,0.579425
8.456,2.014,13,4,1.691027,0.936623
8.456,2.039,5,7,0.942541,1.760214
8.456,2.039,7,0,1.0278,0
8.456,2.039,1,4,0.098341,1.110202
8.456,2.039,5,1,0.891891,0.58418
8.456,2.039,7,0,0.798862,0
3.425,2.039,7,3,1.426383,0.840441
2.935,2.039,0,0,0,0
3.711,2.039,8,0,1.109164,0
3.711,2.039,4,0,0.854774,0
3.711,0.761,1,1,0.274387,0.721387
3.711,2.265,5,0,0.58323,0
3.711,3.686,0,2,0,0.491867
3.711,2.52,1,5,0.442683,1.014261
6.368,2.52,2,3,0.26544,0.607159
6.368,2.52,10,1,0.946185,0.479113
6.368,2.116,4,2,0.461945,0.527985
1.727,2.432,5,4,0.617276,1.346686
3.794,2.127,8,0,1.252453,0
7.453,2.616,13,3,1.484932,0.826171
7.453,2.616,6,1,0.696411,0.333795
7.453,2.616,10,3,1.249435,0.821003
7.453,2.616,31,3,3.942028,0.751696
7.453,2.616,1,0,0.135511,0
7.453,2.616,1,2,0.091687,0.548658
7.453,2.616,2,1,0.200614,0.267653
7.453,3.417,14,1,1.860673,0.163445
7.348,3.417,16,1,2.454672,0.186071
2.484,3.417,2,1,0.372394,0.143264
2.484,3.417,9,7,1.291577,1.248977
2.484,3.417,0,6,0,1.255037
2.484,3.417,2,2,0.393157,0.679061
2.484,3.417,1,1,0.101682,0.242853
3.711,3.417,4,0,0.596302,0
3.711,3.417,1,3,0.087585,0.840805
3.711,3.417,4,7,0.42885,1.394376
3.711,3.417,1,0,0.101204,0
3.422,3.417,1,1,0.11164,0.293625
3.422,3.417,8,8,1.123015,1.688096
3.422,3.417,11,5,1.927007,0.99456
3.422,3.417,2,3,0.23202,0.73207
3.422,3.417,5,5,0.667894,1.182399
3.422,3.417,0,1,0,0.322767
3.422,1.77,1,3,0.215259,0.585962
3.422,2.72,2,1,0.277633,0.204824
3.422,2.72,8,4,1.539447,0.956186
3.422,2.72,0,1,0,0.293871
3.422,2.72,0,2,0,0.644306
3.422,2.72,4,7,0.577978,1.766704
3.422,1.652,6,0,1.132377,0
3.422,1.652,5,0,0.871437,0
3.422,1.652,11,3,2.080469,0.763468
3.422,1.652,3,1,0.50325,0.76594
3.422,1.652,1,5,0.099563,1.640716
3.422,1.652,3,0,0.529293,0
3.422,1.586,1,9,0.358276,3.076998
3.022,8.283,6,3,0.906675,0.59351
4.954,8.283,2,5,0.409093,1.009626
4.954,8.283,4,0,0.462179,0
5.468,8.283,8,19,0.773359,3.190831
2.965,8.283,0,9,0,1.483001
2.965,8.283,2,1,0.424793,0.173395
2.965,8.283,8,11,0.872367,1.722605
4.009,8.283,8,6,0.969295,0.945314
7.404,8.283,8,11,1.070041,1.951716
7.404,8.283,1,6,0.183888,1.041944
3.032,8.283,5,5,0.862684,0.922717
2.333,8.283,5,5,1.544214,0.84617
2.333,8.283,11,2,3.711969,0.409397
2.333,3.225,5,9,1.987631,1.619146
2.333,3.225,22,2,6.520852,0.664068
2.554,3.762,0,3,0,0.556239
2.554,5.289,10,1,2.256494,0.205891
3.653,5.289,2,4,0.279799,0.882507
3.653,5.289,0,2,0,0.410293
3.653,2.475,0,4,0,0.580045
3.653,4.073,9,0,1.046685,0
2.379,4.073,0,0,0,0
5.602,3.042,2,5,0.445187,1.191229
9.898,9.457,9,13,1.020289,2.416897
9.898,9.457,5,5,0.520587,1.022537
9.898,9.457,13,8,1.133069,1.438108
9.898,9.457,3,5,0.326803,0.979287
9.898,9.457,2,62,0.166295,11.73376
9.898,9.457,8,11,0.72849,2.068548
9.898,9.457,2,1,0.162218,0.243896
9.898,9.457,1,0,0.128161,0
9.898,3.115,3,3,0.33353,0.759575
3.011,3.115,0,6,0,1.261677
2.79,3.115,0,11,0,2.219383
2.79,3.115,5,3,0.549643,0.533355
2.531,3.115,0,1,0,0.315887
2.328,3.115,1,6,0.15769,1.676234
3.693,3.115,1,0,0.183731,0
3.042,3.115,3,6,0.426868,1.416601
3.148,3.115,0,1,0,0.224727
4.023,3.115,2,0,0.349801,0
2.818,3.115,2,3,0.741859,0.577622
4.409,1.661,1,4,0.280786,0.956558
4.409,2.728,6,6,0.927246,1.351896
4.543,2.728,0,3,0,0.739323
4.771,2.728,2,1,0.26341,0.188195
26.566,2.728,43,4,4.999352,1.038762
26.566,2.728,16,2,1.865012,0.67722
26.566,2.728,0,0,0,0
26.566,2.728,5,12,0.411497,1.715332
26.566,2.728,17,2,1.830375,0.455743
26.566,2.728,16,25,1.986657,4.582754
3.701,2.728,1,1,0.084104,0.202715
4.238,2.818,12,1,2.768444,0.207602
7.856,2.818,2,2,0.183541,0.432906
7.856,3.755,5,8,0.582585,2.376599
7.856,3.455,7,0,0.745566,0
7.856,3.455,1,2,0.091426,0.387675
7.856,2.215,7,7,0.883726,1.067751
7.856,4.72,28,8,3.239861,1.492745
7.856,4.72,23,0,3.066252,0
7.856,4.72,3,15,0.267796,2.772944
7.856,4.72,3,4,0.42581,0.698561
7.856,4.72,12,1,1.273002,0.166365
2.332,4.72,2,4,0.342982,0.774725
5.702,4.72,0,2,0,0.373157
6.064,4.72,1,0,0.128203,0
6.064,4.72,1,7,0.211887,1.263814
32.403,2.697,57,1,5.394345,0.449372
32.403,4.409,26,0,2.658001,0
32.403,4.409,7,5,0.596928,1.218746
32.403,4.409,16,2,1.3719,0.454119
32.403,2.368,20,1,2.078431,0.295404
32.403,4.123,55,8,4.87547,1.878295
32.403,4.123,39,0,4.247848,0
32.403,4.123,15,7,1.45932,1.04537
32.403,32.403,4,6,0.399743,0.555478
32.403,6.544,23,12,2.953842,1.857315
32.403,6.544,25,5,2.583618,0.76499
32.403,6.544,23,11,2.969495,2.014464
32.403,6.544,2,1,0.17725,0.130512
32.403,6.544,6,2,0.718473,0.414476
32.403,6.544,12,2,1.082079,0.478257
32.403,6.544,5,2,0.625421,0.462388
32.403,6.544,7,7,0.746664,1.558936
32.403,6.544,29,17,2.789499,3.624391
32.403,6.544,12,4,1.380647,0.885328
32.403,6.544,7,4,0.607667,0.654321
32.403,4.718,17,0,1.438622,0
32.403,4.718,2,3,0.298985,0.752893
32.403,4.718,36,0,3.928347,0
32.403,4.718,62,3,6.985108,0.752403
32.403,1.934,4,0,0.489595,0
32.403,4.028,38,4,2.917065,1.283706
32.403,4.028,10,0,1.022193,0
32.403,7.905,12,5,1.312063,1.06997
32.403,0.636,5,0,0.44892,0
32.403,0.636,27,1,2.452361,0.469136
32.403,0.636,21,0,2.080689,0
32.403,3.406,23,5,2.29087,1.467639
32.403,3.406,55,0,4.996735,0
32.403,3.406,53,4,5.853654,0.871025
1.816,2.393,5,1,0.596523,0.502999
3.114,2.362,2,1,0.28899,0.509195
3.743,2.457,7,4,0.672418,0.947122
1.771,2.457,1,0,0.096339,0
3.766,3.162,3,7,0.37529,1.513607
5.359,3.162,8,0,0.928401,0
5.359,3.162,0,3,0,0.848917
5.359,3.162,17,2,1.945656,0.492936
5.359,3.162,1,8,0.131301,1.968519
5.359,3.162,4,15,0.573079,3.023968
5.359,3.162,0,2,0,0.529749
5.359,3.162,9,3,1.245504,1.159093
5.359,3.162,2,7,0.159556,1.478148
5.359,3.162,0,3,0,0.446317
5.359,3.162,3,2,0.282019,0.248381
5.359,2.522,6,6,0.60427,1.141096
5.333,2.522,13,1,1.706333,0.302628
8.849,2.522,6,0,0.659871,0
8.849,2.522,19,0,2.226747,0
13.5,2.522,3,1,0.302112,0.143137
13.668,1.342,32,2,3.318992,0.367105
13.668,4.273,0,6,0,1.714765
13.668,4.273,14,3,1.480618,0.556554
13.668,2.376,6,1,0.620338,0.506378
13.668,2.376,12,1,1.469716,0.33911
13.668,2.376,9,10,1.151158,2.153069
13.668,3.565,0,4,0,0.640775
13.668,3.565,6,4,0.547499,0.711155
13.668,3.565,7,3,0.653563,0.510559
13.668,2.235,10,3,1.18455,0.932146
8.19,2.257,5,2,0.436399,0.510564
8.19,2.257,2,3,0.188698,0.538797
8.19,2.257,3,2,0.321997,0.403277
8.19,1.467,3,0,0.319071,0
8.19,1.089,0,3,0,0.502664
25.421,2.308,34,1,3.202322,0.453641
25.421,2.308,16,2,1.48982,0.398521
25.421,2.308,15,4,1.668811,1.34655
25.421,2.308,86,7,7.325753,1.180103
25.421,2.308,11,3,0.856397,0.654624
25.421,2.308,12,2,1.205724,0.210716
25.421,6.08,3,4,0.232631,0.810292
25.421,6.08,36,5,2.88829,1.010268
25.421,1.085,29,4,3.090014,1.382481
25.421,1.356,11,0,1.10145,0
25.421,3.953,25,7,2.313106,1.105016
6.57,2.38,9,0,1.494077,0
1.969,7.444,6,2,1.161592,0.352032
4.058,4.936,0,0,0,0
4.058,2.711,2,11,0.255092,2.153346
3.207,4.174,4,3,0.638119,0.801551
6.544,4.184,0,8,0,1.739882
3.944,4.184,16,0,2.013398,0
3.779,4.397,5,0,0.743295,0
5.829,2.556,3,4,0.391095,0.950414
3.847,2.556,6,3,0.62085,0.833715
3.847,2.556,4,2,0.562624,0.384534
3.847,2.556,1,2,0.124228,0.62893
3.087,1.577,5,0,0.483531,0
14.739,2.977,1,4,0.111053,0.86882
14.739,2.977,10,4,1.022164,0.908331
9.489,2.977,2,0,0.374721,0
9.489,2.977,0,1,0,0.40919
9.489,3.214,5,1,0.660156,0.541529
6.462,3.214,7,9,1.012264,2.911776
3.524,3.214,6,2,0.678007,0.703182
6.043,3.214,1,4,0.058623,0.697979
7.655,3.214,4,7,0.462337,2.857694
7.655,3.888,8,10,0.996088,2.346393
9.647,3.888,21,0,2.300644,0
9.647,3.888,1,1,0.085179,0.194428
9.647,3.888,3,8,0.439687,1.253897
9.647,3.888,4,7,0.315385,1.228967
9.647,3.888,11,3,1.501147,1.073052
9.647,3.888,8,1,0.937831,0.316975
9.647,3.888,3,3,0.359669,0.869208
9.647,3.888,12,6,1.270008,1.229341
9.647,3.888,4,3,0.434999,0.730537
9.647,3.888,21,3,1.960336,0.498861
9.647,3.888,4,4,0.388864,0.810344
9.647,3.888,11,7,1.017647,1.485829
9.647,3.888,12,3,1.201676,0.587036
9.647,3.888,9,2,0.913559,0.357319
9.647,3.888,9,1,1.051005,0.312129
9.647,3.888,11,10,1.225885,1.555488
9.647,3.888,8,1,0.633715,0.305168
9.647,3.888,15,1,1.703052,0.14814
9.647,3.888,0,5,0,0.916779
9.647,3.383,6,12,0.82678,3.446991
9.647,3.383,3,7,0.459217,2.269669
9.647,3.383,5,1,0.507615,0.408266
9.647,1.389,13,1,1.148465,0.688711
9.647,1.389,5,1,0.578053,0.46764
9.647,2.578,18,1,1.999767,0.40145
9.647,2.046,1,1,0.097954,0.582321
9.647,3.875,15,1,1.875427,0.347318
9.647,3.875,11,2,1.138866,0.464554
2.496,3.875,1,5,0.097809,1.345321
1.28,3.875,2,1,0.335425,0.270344
1.28,2.649,1,2,0.263891,0.609293
1.28,7.036,1,11,0.244929,2.275312
1.28,3.961,2,2,0.322604,0.27318
4.476,3.961,2,2,0.553446,0.48777
12.897,3.961,8,0,0.760765,0
12.897,2.335,17,2,1.876805,0.440498
12.897,2.29,6,1,0.681481,0.268045
12.897,2.516,13,4,1.675927,0.982143
12.897,2.516,15,5,2.056357,0.796469
12.897,2.516,18,3,1.723543,0.692408
12.897,4.491,13,0,1.675159,0
12.897,1.306,23,0,2.853582,0
12.897,2.577,13,1,1.696787,0.265876
12.897,2.577,5,3,0.74537,0.82879
12.897,2.395,1,4,0.086182,1.134324
9.85,2.395,5,0,0.528145,0
9.85,2.395,6,0,0.862451,0
9.85,2.395,7,3,1.170537,0.54596
8.086,2.395,2,4,0.169883,0.670056
8.086,2.395,0,0,0,0
8.086,2.395,0,2,0,0.80981
8.086,2.395,3,1,0.253405,0.572123
8.086,2.395,17,3,1.809766,1.1063
8.086,2.395,30,0,4.11832,0
8.086,2.395,15,3,1.310325,1.157748
9.522,2.395,4,6,0.558832,2.533967
4.331,2.395,4,6,0.411685,2.603686
4.331,3.741,2,0,0.24271,0
7.444,1.296,3,3,0.303213,0.371663
6.856,1.115,1,3,0.189867,1.345263
9.272,1.115,9,0,0.93421,0
9.272,3.476,14,5,1.761797,1.244914
9.272,3.476,2,5,0.213678,1.110382
9.272,3.476,9,2,1.01013,0.299644
4.309,3.476,8,0,1.196228,0
9.424,3.476,6,12,0.77138,2.437482
2.805,3.476,6,4,0.901596,0.633075
2.886,4.762,3,4,0.435291,0.478492
6,13.608,9,22,1.159337,2.067799
6,3.873,0,1,0,0.271952
3.729,2.696,2,0,0.442525,0
3.729,5.176,0,11,0,2.117698
1.588,3.865,3,3,0.50161,0.452905
2.657,3.865,5,2,0.574982,0.433344
6.596,3.865,11,6,1.188152,1.145256
6.596,5.88,8,3,0.882806,0.616792
6.596,5.88,17,5,2.067854,0.950324
6.596,5.88,14,2,1.455718,0.422026
6.596,5.88,8,1,0.879292,0.186889
6.596,5.88,4,0,0.502543,0
6.596,5.88,4,9,0.539154,1.847975
6.596,5.88,7,6,0.601815,1.183356
6.596,7.636,2,6,0.241757,1.056891
6.596,1.775,12,1,1.465963,0.211984
6.596,1.775,7,0,0.903897,0
6.596,2.576,11,0,1.649928,0
6.596,2.278,3,3,0.276894,1.246044
6.596,3.643,3,2,0.264091,0.375461
6.596,3.436,3,0,0.428731,0
6.596,4.908,13,2,1.751928,0.622462
6.596,2.556,0,8,0,1.530458
6.596,2.556,6,6,0.508236,1.747836
6.596,1.669,18,1,2.090151,0.254584
6.596,2.447,6,2,0.577424,0.709079
6.596,1.396,6,4,0.684847,2.499389
6.596,1.396,20,1,1.684033,0.401718
6.596,1.183,0,1,0,0.132866
6.596,2.418,15,1,2.022525,0.263557
6.596,6.414,2,2,0.149043,0.397181
6.596,2.419,11,0,1.07003,0
6.596,1.946,3,0,0.338481,0
6.596,2.178,2,0,0.199673,0
6.596,2.178,20,0,2.329754,0
6.596,1.167,10,2,0.969735,1.247327
6.596,2.144,5,9,0.510841,2.487183
6.596,2.144,2,3,0.215492,1.038993
6.596,1,7,0,0.682463,0
6.596,2.24,1,0,0.118956,0
6.596,3.597,4,5,0.410331,1.232187
6.596,30.026,5,7,0.39166,0.848485
6.596,30.026,12,20,1.443417,3.331675
6.596,3.088,4,7,0.448883,1.693077
6.596,3.088,2,6,0.223218,1.914093
6.596,3.088,1,5,0.180521,1.101575
6.596,3.088,2,0,0.172585,0
6.596,3.088,16,0,1.619376,0
6.596,4.857,15,6,1.393648,2.673432
6.596,4.857,3,0,0.328689,0
6.596,4.857,18,3,1.884898,0.64736
6.596,4.857,7,2,1.020766,0.479678
4.069,4.857,3,0,0.338949,0
4.069,4.857,7,2,0.865607,0.620796
4.069,4.857,7,2,0.876207,0.576154
4.069,2.05,5,1,0.801916,0.320672
4.069,3.517,1,2,0.133198,0.267635
4.069,3.517,1,3,0.247054,0.585687
4.069,3.517,0,4,0,0.725122
4.069,3.517,4,5,0.423629,1.332922
4.069,3.517,4,2,0.382342,0.459762
4.069,3.517,1,2,0.116161,0.248546
4.069,3.517,0,3,0,0.595471
4.069,3.517,3,1,0.366444,0.180129
4.069,1.556,4,0,0.598384,0
4.069,3.745,0,4,0,0.773189
4.069,2.965,6,3,1.027687,1.316444
4.069,2.965,1,1,0.165753,0.323929
4.069,2.965,4,1,0.534904,0.312702
4.069,1.186,0,0,0,0
4.069,0.761,2,0,0.340369,0
4.069,3.753,0,1,0,0.287099
4.069,2.447,5,0,0.58656,0
4.069,2.447,3,6,0.281716,1.858156
4.069,3.341,1,17,0.155725,4.338115
4.069,3.341,4,6,0.569588,1.242027
4.069,3.341,2,7,0.30782,1.519896
4.069,3.341,2,1,0.348298,0.394045
4.069,1.855,1,0,0.165753,0
4.069,2.434,4,2,0.394652,0.973637
4.069,2.434,4,6,0.312869,2.410918
4.069,2.434,2,3,0.21858,0.962851
4.069,2.434,2,1,0.184728,0.52447
4.069,2.435,3,2,0.350941,0.568329
4.069,2.884,6,2,0.638396,0.638205
4.069,2.884,1,0,0.153,0
4.069,4.281,2,2,0.177579,0.460887
4.069,4.281,1,1,0.108238,0.25193
4.069,4.281,0,3,0,0.583797
4.069,4.281,4,0,0.433682,0
4.069,4.281,5,7,0.778046,2.077979
4.069,4.281,15,2,1.676211,0.422047
4.069,2.133,6,0,0.920726,0
4.069,1.923,4,2,0.354457,0.824451
4.069,1.923,8,4,0.93393,1.120317
4.069,1.923,5,0,0.573972,0
4.069,1.451,2,3,0.254988,0.790114
14.03,1.247,3,0,0.478547,0
14.03,1.57,9,0,0.970073,0
14.03,1.57,19,0,2.199639,0
