JCR,RCR,Journ
11.659,7.795599677,Gene Dev
7.404,1.073564022,Biomaterials
1.972,0.423596949,Nutr Cancer
4.159,0.393048169,J Lipid Res
4.053,0.54041328,J Urology
3.115,0.675852013,Protein Sci
5.111,1.066413718,Rna
3.057,0.277697212,Phys Med Biol
1.855,0.203982813,Brit J Sport Med
3.226,0.798026346,Biochemistry-Us
2.417,0.101566498,Brain Struct Funct
4.859,0.878348306,J Mol Cell Cardiol
3.089,0.147318521,Cell Motil Cytoskel
12.899,2.429659579,Gastroenterology
5.398,0.802565794,J Virol
4.894,0.866717606,Bioinformatics
9.598,3.034454555,P Natl Acad Sci Usa
7.506,2.404101146,J Neurosci
3.369,0.468620639,J Endodont
2.786,0.979047317,Clin Neurophysiol
9.023,1.231236446,J Am Chem Soc
4.893,1.756525654,J Comput Chem
7.043,0.697596298,Neurology
3.083,0.716663409,J Gerontol A-Biol
3.203,0.284663973,J Immunother
5.328,0.5196568,J Biol Chem
10.053,0.9736439,Embo J
4.146,0.344103656,J Bacteriol
3.828,0.297904599,Am J Physiol-Endoc M
8.142,2.449398641,Mol Cell Biol
2.14,0.245434545,Channels
5.246,1.855513644,J Mol Cell Cardiol
5.808,0.958934164,J Biol Chem
6.427,0.226698288,J Cell Sci
3.528,1.124913883,Invest Ophth Vis Sci
8.017,3.016529515,Neurology
5.808,6.039364671,J Biol Chem
7.332,2.073394062,Arthritis Rheum-Us
5.045,0.352545263,Endocrinology
7.419,0.503722183,J Am Chem Soc
4.531,0.373384731,Mol Pharmacol
3.682,1.639516331,Am J Physiol-Renal
3.612,0.65510839,Am J Public Health
2.099,0.21889503,Brit J Ophthalmol
1.995,1.113823121,Neuroreport
6.144,0.552891457,J Cell Sci
7.432,0.577235558,Arterioscl Throm Vas
5.854,0.345063125,J Biol Chem
26.218,11.6157408,Nat Immunol
3.76,0.191704797,Gynecol Oncol
6.511,3.382248704,Clin Cancer Res
10.452,2.329016333,P Natl Acad Sci Usa
1.747,0.409288703,Eur J Oral Sci
36.28,1.482623182,Nature
3.726,0.681848164,J Bacteriol
3.745,0.209094303,J Alzheimers Dis
6,0.508271333,J Immunol
5.917,0.101653194,Am J Pathol
4.664,0.265926069,J Psychiatr Res
4.283,1.000680396,J Gen Physiol
2.322,1.63146244,J Agr Food Chem
6,0.126428018,J Immunol
5.581,1.876673243,J Biol Chem
1.712,1.231719231,J Nutr Health Aging
1.61,0.204911488,Magn Reson Chem
10.94,1.124844088,Circulation
3.712,2.290060055,Am J Physiol-Heart C
2.749,0.61925587,Biochem Bioph Res Co
4.764,0.668807816,J Physiol-London
3.431,0.433562149,Invest Ophth Vis Sci
5.712,1.621713427,Faseb J
2.44,0.269543269,Am J Med Genet A
3.933,0.658885599,Infect Immun
2.938,0.621949846,Cancer Lett
6.482,2.107954543,J Biol Chem
7.452,0.580690012,J Neurosci
10.416,0.705388963,Hepatology
5.229,0.413354571,J Mol Biol
8.261,2.105105993,Diabetes
5.694,1.472082193,Neuroimage
2.043,0.182681808,Environ Mol Mutagen
14.795,1.532657262,Gene Dev
9.598,0.668739504,J Cell Biol
7.271,3.244030877,J Neurosci
4.643,0.696595658,Inflamm Bowel Dis
2.626,0.25168481,Arch Biochem Biophys
9.647,1.201675557,Curr Biol
3.368,0.388850406,Biochemistry-Us
3.486,4.494408942,J Dent Res
4.295,0.353296749,J Nutr
9.432,0.26194364,P Natl Acad Sci Usa
8.295,0.526314639,Embo J
3.279,1.059725156,Cancer Cause Control
4.098,2.082231552,J Pharmacol Exp Ther
6.355,1.370666882,J Biol Chem
3.653,0.184440091,Biophys J
6.878,0.232070294,Nucleic Acids Res
5.128,0.242634642,Org Lett
4.607,0.371458586,Learn Memory
3.332,0.358637062,Chem Res Toxicol
4.411,1.128880323,Plos One
4.48,0.692374748,Movement Disord
1.946,0.160060849,Dev Psychobiol
2.974,0.369982351,J Neuroendocrinol
6,0.288252691,J Immunol
3.406,0.521055855,Clin Neurophysiol
6.446,0.998056945,Acs Chem Biol
1.677,0.083813897,J Acoust Soc Am
4.146,0.354441551,J Bacteriol
6.111,1.387104724,J Cell Sci
13.41,1.020320372,Neuron
2.978,0.758452494,Bioorgan Med Chem
10.432,0.873589036,Blood
7.452,0.87871671,J Neurosci
4.403,0.221117732,J Leukocyte Biol
1.462,0.959002198,Ieee T Ultrason Ferr
3.368,0.747684205,Biochemistry-Us
20.579,2.529148078,Immunity
3.848,0.129605065,Biochemistry-Us
4.46,0.77344891,Cancer Epidem Biomar
3.948,0.307206213,Exp Cell Res
1.133,1.756373325,Int J Audiol
6.355,0.431622837,J Biol Chem
6.387,0.66273147,J Immunol
3.222,1.570360377,Drug Alcohol Depen
4.313,0.128761926,J Cell Physiol
31.253,4.220134813,Cell
6.28,0.299229451,Age
6.646,0.915989752,Biomaterials
4.602,1.755204105,Lab Invest
3.643,1.414165231,Invest Ophth Vis Sci
1.683,0.762339428,J Theor Biol
3.612,0.150386575,Pharmacol Res
4.945,1.19535143,Endocrinology
6.02,3.902923457,J Clin Endocr Metab
2.5,1.035462068,J Chromatogr B
3.709,1.102693614,Eur J Neurosci
2.021,1.069587511,Ultrasound Med Biol
3.814,1.459357477,Toxicol Sci
1.974,0.375812371,Nutr Cancer
3.724,0.563314562,Am J Physiol-Heart C
4.146,0.83865775,J Mol Biol
6.355,1.165224329,J Biol Chem
13.156,0.974656965,Mol Cell
10.231,3.284201756,P Natl Acad Sci Usa
1.042,1.970799231,Ophthal Surg Las Im
2.64,0.550829214,Clin Neurophysiol
6.293,0.848583238,J Immunol
5.581,0.717623397,J Biol Chem
4.889,0.466604749,Biochem Pharmacol
3.973,1.443226335,Am J Physiol-Heart C
9.432,2.649053527,P Natl Acad Sci Usa
3.391,0.143428601,Virology
3.297,0.728759721,J Org Chem
3.033,0.222768766,Febs J
30.026,2.111337603,Jama-J Am Med Assoc
4.218,0.192500437,Biophys J
8.091,1.201909667,J Am Chem Soc
13.455,1.667645605,Angew Chem Int Edit
2.969,0.706684967,Arch Biochem Biophys
4.683,0.174619567,Biophys J
13.343,1.427358503,Trends Biochem Sci
1.871,1.42074794,Magn Reson Imaging
2.471,0.882841615,Cancer Cytopathol
10.117,0.452267799,Circ Res
7.332,2.201524095,Arthritis Rheum-Us
7.059,1.842047217,J Bone Miner Res
3.222,1.018678283,Drug Alcohol Depen
5.332,0.818168326,J Virol
5.808,0.885604732,J Biol Chem
2.463,1.314406648,J Biomech
1.056,0.244266014,J Interv Card Electr
4.002,1.562024629,J Am Soc Mass Spectr
7.506,1.581364248,J Neurosci
6.145,0.148248664,Rna
5.46,0.280989804,J Proteome Res
9.681,1.027834678,P Natl Acad Sci Usa
7.883,1.033617302,Biomaterials
3.135,0.098927439,Protein Sci
2.562,0.506589763,J Agr Food Chem
8.261,0.64420994,Diabetes
3.318,1.917698261,Opt Lett
6.144,0.867578031,J Cell Sci
10.272,1.105737694,P Natl Acad Sci Usa
15.053,0.832337268,J Clin Invest
14.505,0.536903712,J Exp Med
3.735,1.384491726,Am J Physiol-Lung C
4.5,2.799223984,J Neurochem
8.028,1.781916403,Diabetes
3.236,1.322089697,Anal Biochem
0.68,0.307114956,Exp Aging Res
5.328,0.552510919,J Biol Chem
7.093,2.668938194,Mol Cell Biol
1.93,0.33776487,Ann Ny Acad Sci
3.393,1.17323406,Behav Brain Res
6.125,0.941971596,Mol Ther
3.226,0.396496263,Biochemistry-Us
5.328,0.765658041,J Biol Chem
2.579,0.438484042,Exp Eye Res
6.858,0.81187432,Arterioscl Throm Vas
26.382,2.545064999,Nat Med
7.514,0.619831965,Cancer Res
4.825,0.51006663,J Neurochem
6.225,3.140520741,J Bone Miner Res
8.926,0.945760887,Biol Psychiat
14.194,0.357255838,Mol Cell
3.226,0.869573601,Biochemistry-Us
3.069,0.203515628,Prostate
15.053,0.53928981,J Clin Invest
6.355,1.613725497,J Biol Chem
4.126,0.929592562,Learn Memory
3.226,0.525390823,Biochemistry-Us
3.597,0.2957084,Invest Ophth Vis Sci
7.885,0.816636237,J Am Chem Soc
6.383,0.070342295,J Cell Sci
2.239,0.050750053,Mol Vis
5.328,0.383483857,J Biol Chem
6.202,0.02774719,J Clin Endocr Metab
10.492,2.338307768,Embo J
11.207,4.009841599,Arch Gen Psychiat
4.373,0.350497522,Mol Cancer Res
5.52,0.785795705,J Biol Chem
8.306,0.617259006,J Neurosci
26.382,3.854266329,Nat Med
7.194,0.112124413,Hypertension
3.632,0.370032928,J Appl Physiol
5.076,1.028174051,Eur Respir J
3.599,1.458685815,Drug Alcohol Depen
3.681,0.806320544,Am J Physiol-Gastr L
4.033,1.27246454,Infect Immun
3.848,1.303010359,Biochemistry-Us
7.672,0.518255304,Cancer Res
3.228,0.058478132,Radiat Res
4.757,0.665587405,Biophys J
9.598,3.040516047,P Natl Acad Sci Usa
3.319,0.586900612,J Thorac Cardiov Sur
15.387,1.428810156,J Clin Invest
3.999,0.56151385,J Neurochem
6.355,1.993363227,J Biol Chem
13.41,3.121621652,Neuron
5.808,0.583792686,J Biol Chem
8.58,1.853690361,J Am Chem Soc
7.26,0.23072744,Nucleic Acids Res
6.427,0.301148835,J Cell Sci
5.558,1.023235518,Mol Biol Cell
3.009,0.09778687,Clin Exp Immunol
3.859,0.905535483,Lab Invest
5.808,0.405871924,J Biol Chem
2.869,0.585525391,Physiol Behav
2.538,0.718922412,Bioorg Med Chem Lett
10.452,0.740562409,P Natl Acad Sci Usa
7.221,0.938959825,Arterioscl Throm Vas
5.636,3.338248666,Environ Health Persp
3.086,0.995919541,J Neurosci Res
4.79,1.392450307,Kidney Int
5.288,1.229141851,Neuroimage
5.861,0.26091918,Mol Biol Cell
5.646,1.666862116,J Immunol
26.382,3.983367761,Nat Med
3.368,0.112893392,Biochemistry-Us
7.386,1.290369838,Hum Mol Genet
7.043,2.399054378,Neurology
6.52,1.669640919,Mol Biol Cell
5.257,0.084344718,Mol Endocrinol
9.575,1.47328093,J Cell Biol
7.419,0.823067236,J Am Chem Soc
6.441,1.051701113,Am J Pathol
2.018,0.509758513,Bioorgan Med Chem
10.452,1.889032989,P Natl Acad Sci Usa
7.836,0.909998177,Nucleic Acids Res
3.76,0.232159452,Gynecol Oncol
5.646,1.044792605,J Immunol
4.007,0.441708139,Exp Cell Res
1.041,0.116097532,Int Heart J
9.643,0.498758238,P Natl Acad Sci Usa
5.002,1.43068508,Bioconjugate Chem
2.35,0.189489909,Bmc Genet
4.716,1.421468736,Am J Gastroenterol
4.683,0.466583805,Biophys J
12.889,0.537201138,Gene Dev
2.984,1.425414685,Arch Ophthalmol-Chic
5.15,0.248015957,J Virol
9.721,1.220277981,Circ Res
4.092,1.158456993,Org Lett
7.368,1.294441023,J Autoimmun
7.696,1.402680575,J Am Chem Soc
4.167,0.382063447,J Bacteriol
26.382,7.282968364,Nat Med
7.452,4.232450486,J Neurosci
9.907,0.516229011,J Am Chem Soc
4.093,1.329985102,J Pharmacol Exp Ther
2.307,0.807058287,Ann Hum Genet
3.349,2.864386714,Psychophysiology
4.351,0.099454957,Plos One
7.178,0.477106102,J Neurosci
5.635,0.703602108,Anal Chem
3.226,0.201351034,Biochemistry-Us
14.588,1.644868505,J Exp Med
5.328,0.156470028,J Biol Chem
2.935,0.682217819,Arch Biochem Biophys
10.231,1.525722994,P Natl Acad Sci Usa
4.978,0.905900924,Cancer Prev Res
2.24,0.834319978,Neurochem Res
5.328,0.392909654,J Biol Chem
2.728,0.141804393,Brain Res
4.081,0.188974829,Dalton T
6.773,0.962594534,Mol Cell Biol
7.907,0.886046012,J Neurosci
15.61,1.168216324,Gene Dev
29.495,0.88912207,Nat Biotechnol
15.387,0.665421445,J Clin Invest
6.482,1.585947758,J Biol Chem
8.026,0.252072418,Nucleic Acids Res
15.141,4.207165274,Nat Neurosci
3.712,0.830310194,Am J Physiol-Heart C
9.771,1.0136712,P Natl Acad Sci Usa
3.836,0.450974176,Drug Metab Dispos
3.939,0.334278453,Am J Physiol-Cell Ph
2.258,0.232923913,Hum Hered
3.577,0.266010123,Invest Ophth Vis Sci
4.477,2.284818356,Am J Resp Cell Mol
4.602,0.36642081,Lab Invest
4.357,0.525222486,J Lipid Res
6.993,0.647315937,Neuropsychopharmacol
25.43,2.420327616,Nat Med
1.428,0.033377076,Anticancer Res
7.678,1.012227232,Ann Surg
7.672,0.703821334,Cancer Res
13.965,1.342868548,J Exp Med
4.77,0.434634632,Cancer Epidem Biomar
5.178,0.476050122,J Virol
2.848,0.225069749,Bmc Mol Biol
2.9,0.109416526,Mol Vis
6.325,5.48350006,J Clin Endocr Metab
10.191,0.445191155,Am J Resp Crit Care
2.797,0.097250614,Chem Res Toxicol
2.929,0.842651193,Am J Geriat Psychiat
5.684,0.556824751,J Proteome Res
0.748,0.980062714,J Aapos
9.205,1.893218724,Embo J
6.606,1.065809496,Am J Clin Nutr
2.789,0.264237448,Rapid Commun Mass Sp
9.49,2.90052865,Brain
2.792,0.860328098,Infect Genet Evol
7.115,0.313926833,J Neurosci
9.721,0.595084692,Circ Res
4.001,0.178178765,J Mol Biol
3.405,0.85045296,Am J Physiol-Reg I
6.387,0.380711474,J Immunol
3.54,0.374223447,J Cell Biochem
1.63,0.358366609,J Membrane Biol
3.711,0.087656251,Arch Ophthalmol-Chic
4.836,0.522401143,Pain
4.58,0.479624912,J Physiol-London
3.726,0.190264596,J Bacteriol
5.225,0.771670442,J Virol
4.235,0.508056827,J Appl Physiol
4.544,1.182160924,Mol Endocrinol
4.659,0.162937118,Org Lett
3.931,0.30769134,Physiol Genomics
5.959,1.396110337,Mol Microbiol
4.1,0.182014621,Jaids-J Acq Imm Def
6.373,0.095684479,Oncogene
9.598,1.886767616,P Natl Acad Sci Usa
9.771,1.282671239,P Natl Acad Sci Usa
4.593,0.596040603,Am J Resp Cell Mol
9.681,1.115733959,P Natl Acad Sci Usa
3.541,0.719311116,J Biomed Opt
2.641,1.560809343,Dement Geriatr Cogn
6.019,2.006894455,Bioinformatics
2.776,0.869253928,Exp Eye Res
10.951,6.446013536,J Cell Biol
4.146,2.539911726,J Bacteriol
2.201,0.372851835,Arch Clin Neuropsych
5.126,1.293008328,Sleep
2.295,0.288078394,Int J Oncol
14.304,2.387749908,Neuron
4.555,0.317587015,Int J Cancer
3.539,0.767213825,Am J Physiol-Heart C
3.018,0.149707486,Prev Sci
4.103,1.109698573,Am J Physiol-Cell Ph
8.993,1.429843255,Embo J
4.773,0.639150461,J Biol Chem
4.752,0.257992984,Endocrinology
3.214,0.321308297,J Neuro-Oncol
6.273,0.223959246,Hum Mutat
5.443,4.587254228,Mol Ther
6.03,1.442667238,Pain
2.855,0.085088351,Biochem Bioph Res Co
10.432,1.402738383,Blood
1.286,0.125177768,Retina-J Ret Vit Dis
4.375,1.371394411,Int J Cancer
9.161,0.879915221,Angew Chem Int Edit
2.351,2.247385117,Neuroreport
9.681,2.092786991,P Natl Acad Sci Usa
5.702,0.97510572,Carcinogenesis
5.15,1.187647379,J Virol
3.705,0.13391509,Am J Med Genet B
10.231,2.071009218,P Natl Acad Sci Usa
1.494,0.126739466,Magn Reson Mater Phy
5.328,0.763979419,J Biol Chem
2.174,0.747183932,Anal Biochem
31.434,1.938471898,Nature
7.235,1.457600289,Arterioscl Throm Vas
6.081,0.461448958,Free Radical Bio Med
14.608,0.310359645,Mol Cell
4.026,2.845232309,J Consult Clin Psych
3.765,0.737655847,Virology
3.848,0.127986482,Biochemistry-Us
4.451,0.720049988,J Neurochem
1.52,1.64023386,Obesity
2.027,0.240486921,Exp Brain Res
3.226,0.091965991,Biochemistry-Us
5.712,0.463340852,Faseb J
2.463,0.516446027,J Biomech
19.407,2.892591593,Nat Cell Biol
12.303,4.034048159,Am J Hum Genet
5.178,0.435452979,J Virol
9.38,0.672212099,P Natl Acad Sci Usa
3.216,0.868333171,Prev Med
5.726,1.091035529,Radiology
5.15,0.299171882,J Virol
3.528,0.916535591,Invest Ophth Vis Sci
2.389,0.437496309,Brain Res
12.386,0.812829145,Gastroenterology
3.415,0.434348042,J Biol Inorg Chem
10.152,1.013599527,J Cell Biol
5.673,0.531033971,J Cerebr Blood F Met
7.806,0.407506718,Hum Mol Genet
7.421,0.41840774,Arth Rheum/Ar C Res
6.427,1.033708373,J Cell Sci
2.399,1.03798789,J Refract Surg
1.519,0.171978853,Curr Eye Res
3.825,1.247748323,J Bacteriol
5.287,1.284867866,Anal Chem
4.009,0.621713683,Biochem J
3.822,1.316741591,J Chem Inf Model
7.69,0.852702422,Cancer Res
5.725,0.408489174,Cell Microbiol
3.225,1.406154208,Magn Reson Med
2.493,0.338378639,Dement Geriatr Cogn
5.581,0.824234,J Biol Chem
1.269,1.008492765,Comput Biol Med
8.306,0.741881955,J Neurosci
4.46,0.32756663,Cancer Epidem Biomar
9.681,0.675032676,P Natl Acad Sci Usa
6.068,1.11281116,J Immunol
3.422,0.309205809,Biochemistry-Us
8.286,0.334813069,Diabetes
9.643,0.694964145,P Natl Acad Sci Usa
3.808,0.650584272,J Inherit Metab Dis
3.643,1.398388341,Invest Ophth Vis Sci
5.52,0.728724034,J Biol Chem
3.827,1.817084805,J Neuroinflamm
3.973,0.78096869,Am J Physiol-Heart C
2.284,1.538345449,Arch Phys Med Rehab
7.271,0.7487159,J Neurosci
5.868,1.067194297,Dna Repair
5.808,1.27615304,J Biol Chem
2.962,1.985743436,J Autism Dev Disord
4.138,0.153296786,Am J Physiol-Endoc M
12.601,1.18855798,Plos Med
3.677,0.623343785,Clin Rev Allerg Immu
5.186,1.043453502,Glia
3.379,0.347869754,Biochemistry-Us
10.885,1.760175014,Hepatology
2.376,0.897780027,Ann Biomed Eng
3.653,0.709070711,Biophys J
4.189,0.271393568,J Phys Chem B
5.861,0.688809106,Mol Biol Cell
1.771,0.385726069,Microbiol Res
1.235,0.205804937,J Invertebr Pathol
3.206,0.428219364,Clin Genet
2.076,0.628042153,J Magn Reson
4.224,0.391416447,Biochem J
3.306,0.488306076,Chemmedchem
5.937,0.525436492,Neuroimage
10.231,5.714825175,P Natl Acad Sci Usa
6.387,0.6690046,J Immunol
3.633,0.468847139,Biochemistry-Us
5.674,0.815719036,Neoplasia
16.915,2.18619473,J Clin Invest
2.676,1.795075253,Spine
4.893,0.81262376,Dev Biol
5.366,1.039774665,Carcinogenesis
10.452,1.109161225,P Natl Acad Sci Usa
7.099,1.552431937,Embo Rep
2.295,0.437435765,Int J Oncol
2.295,0.184933052,J Neurosci Meth
3.86,0.39529198,Neuropharmacology
10.992,1.659408669,Curr Biol
4.693,0.985154007,Int J Cancer
4.586,0.536906332,J Cell Physiol
4.865,0.679157646,Eur J Immunol
2.913,0.17092483,Obes Surg
5.225,0.382226538,Mol Cancer Ther
4.29,0.460635964,Int J Radiat Oncol
5.178,1.250366366,J Virol
9.503,0.28412645,Hepatology
28.751,5.044762074,Nature
9.023,1.073272616,J Am Chem Soc
2.325,0.22795809,Pharm Res
24.831,5.318248788,Jama-J Am Med Assoc
9.023,1.134935576,J Am Chem Soc
13.156,1.588840812,Mol Cell
9.489,1.423275586,Circ Res
5.234,0.79471334,Dev Biol
3.808,0.561154802,J Comp Neurol
6.773,0.415874797,Mol Cell Biol
6.582,1.241950404,Oncogene
2.216,0.821673508,Biotechnol Bioeng
4.714,0.287370319,Dev Biol
11.675,1.3212686,Gastroenterology
20.579,1.495470818,Immunity
4.533,1.086750632,J Cognitive Neurosci
7.135,0.397393813,Oncogene
3.711,0.723925972,Opt Lett
6.702,0.546092249,J Immunol
5.52,1.136520595,J Biol Chem
6.355,1.685991437,J Biol Chem
3.192,0.237968951,Ann Hum Genet
2.038,0.730510164,Clin Exp Pharmacol P
5.874,4.08555349,Anal Chem
12.903,0.478808985,Mol Cell
3.171,0.468849349,Behav Genet
5.189,4.237929261,J Virol
8.209,1.652283027,Antioxid Redox Sign
2.341,0.134294686,Brain Res
4.017,0.903369813,J Pharmacol Exp Ther
4.346,0.936167086,J Physiol-London
3.507,0.884332216,J Nutr Biochem
4.773,1.18804374,Kidney Int
2.308,0.366858391,Cell Tissue Res
27.596,0.535833731,Nat Immunol
13.069,0.321651909,J Clin Invest
4.961,0.978918217,Dev Psychopathol
0.884,0.237044752,J Chromatogr Sci
5.854,1.143111297,J Biol Chem
5.095,0.865090466,Rna
29.781,3.641082644,Science
4.008,0.918885573,Biochemistry-Us
4.767,0.893438283,J Am Acad Child Psy
4.773,0.312277374,J Biol Chem
4.272,0.474457704,J Physiol-London
5.808,0.608653109,J Biol Chem
3.479,0.569263174,Am J Physiol-Gastr L
4.601,1.583085863,Inorg Chem
5.224,0.198798301,Am J Pathol
2.728,0.638998421,Brain Res
8.306,1.747225599,J Neurosci
8.123,1.188649102,Am J Resp Crit Care
10.086,0.582202221,Embo J
2.777,2.114173081,J Chromatogr B
6.29,0.404842778,J Cell Sci
11.602,1.094208758,Am J Hum Genet
1.584,1.686152951,Hearing Res
3.537,1.8124062,J Clin Microbiol
3.817,0.287671224,Psychopharmacology
2.177,0.168479751,Hearing Res
5.52,0.22215223,J Biol Chem
3.263,0.590267791,Febs Lett
2.321,1.853725807,Food Chem Toxicol
4.008,0.334247091,J Mol Biol
5.332,0.35067761,J Virol
3.643,5.174270088,Invest Ophth Vis Sci
9.647,0.06817655,Curr Biol
2.801,0.948338002,Microbes Infect
14.304,0.676606216,Neuron
11.829,0.60954395,Angew Chem Int Edit
14.739,0.549882959,Circulation
2.679,1.171429089,Pigm Cell Res
1.379,0.776197427,Med Biol Eng Comput
4.463,0.565407418,Biophys J
26.372,11.19369774,Science
4.943,0.600689427,J Infect Dis
1.04,0.73955166,Med Vet Entomol
7.552,1.504795202,Nucleic Acids Res
5.807,2.23663074,Mol Endocrinol
2.076,0.451899065,Cytogenet Genome Res
9.681,0.619222226,P Natl Acad Sci Usa
3.135,0.52620395,Protein Sci
6.203,1.0150419,Mol Microbiol
4.167,1.460694538,J Bacteriol
19.266,5.539091361,Immunity
6.482,0.34216439,J Biol Chem
5.741,0.216605027,J Cerebr Blood F Met
9.681,0.269247249,P Natl Acad Sci Usa
15.531,0.892434081,Nat Neurosci
6.845,0.677240199,Hum Mutat
7.924,0.557972582,Stem Cells
1.646,0.156127768,Biosystems
4.05,0.453912078,J Comput Chem
2.696,0.233782415,J Drug Target
3.379,0.410907359,Biochemistry-Us
11.602,0.721129978,J Cell Biol
3.131,0.704263959,Magn Reson Med
3.159,1.089844422,Vaccine
4.148,0.443240276,Invest Ophth Vis Sci
3.787,0.211492984,Int J Antimicrob Ag
4.773,0.881157575,J Biol Chem
2.509,0.96292336,Neuroendocrinology
3.597,0.945242445,Invest Ophth Vis Sci
9.091,1.829659301,Am J Resp Crit Care
6.014,0.587139667,Neurology
26.925,1.499354495,Cancer Cell
4.469,0.622648275,Mol Pharmacol
7.499,1.069055815,Sci Signal
0.542,0.582600096,J Electrocardiol
18.725,2.220994693,Cancer Cell
3.178,1.967107488,J Appl Physiol
3.072,0.272728474,J Endocrinol
6.575,1.185477416,Nucleic Acids Res
2.279,0.334857422,Mamm Genome
4.001,0.13534055,J Mol Biol
5.308,0.08395887,J Virol
4.726,0.688431433,Arch Pediat Adol Med
3.915,0.246245694,J Comp Neurol
9.989,2.093993635,Circ Res
2.184,0.640768415,Dev Neurosci-Basel
1.315,0.443629252,Spectrochim Acta A
5.808,1.072407584,J Biol Chem
6.317,2.552684956,Nucleic Acids Res
4.218,0.722027895,Hum Gene Ther
2.42,0.226613809,J Biomol Nmr
3.632,0.325175287,J Appl Physiol
6.114,0.499518374,Plant Physiol
2.937,0.208560098,Protein Sci
3.479,0.15478644,Am J Physiol-Gastr L
1.049,0.10136041,Health Care Manag Sc
10.519,1.605857925,Arch Gen Psychiat
4.479,0.350072411,Lab Invest
4.284,0.693960778,Obesity
2.122,0.113104762,Method Enzymol
3.272,0.818527194,Am J Physiol-Reg I
6.52,1.033810747,Mol Biol Cell
10.231,0.682956322,P Natl Acad Sci Usa
12.563,0.627192346,Circulation
13.156,4.311107931,Mol Cell
7.907,3.335795568,J Neurosci
3.42,0.376908985,Psychopharmacology
4.463,0.948101182,Biophys J
10.452,0.365997673,P Natl Acad Sci Usa
7.885,1.43527353,J Am Chem Soc
1.84,0.487766217,Fems Microbiol Lett
6.355,0.632921417,J Biol Chem
3.79,1.485923118,J Org Chem
2.333,0.499420866,Biomed Opt Express
5.328,0.32409233,J Biol Chem
4.824,0.797629278,J Neurochem
3.44,1.62606722,J Clin Child Adolesc
5.229,0.247102771,J Mol Biol
16.915,3.370010973,J Clin Invest
7.49,1.061420307,J Neurosci
8.398,0.537195968,Diabetes
3.582,0.568406241,Invest Ophth Vis Sci
3.135,0.526909834,Protein Sci
3.934,0.243276523,Mol Cell Neurosci
6.186,2.108153702,Clin Infect Dis
7.452,1.32596549,J Neurosci
3.871,0.610119675,J Mol Biol
4.146,0.144522229,J Mol Biol
3.69,0.352328501,Int Immunol
4.67,0.378709968,Invest Radiol
8.721,1.085138995,Plos Genet
1.974,1.142047295,Nutr Res
4.003,2.971834118,J Pharmacol Exp Ther
3.226,0.752104608,Biochemistry-Us
3.582,2.808353539,Invest Ophth Vis Sci
9.396,1.801675309,Plant Cell
2.662,0.289055526,Bioorgan Med Chem
6.068,0.628500298,J Immunol
10.272,0.802809179,P Natl Acad Sci Usa
5.403,0.953590312,Neurobiol Dis
4.426,1.341493278,Am J Resp Cell Mol
3.385,1.605492182,Eur J Neurosci
3.033,0.17803067,Febs J
10.12,0.739047559,Blood
14.805,1.098442002,Nat Neurosci
3.226,0.31873777,Biochemistry-Us
14.484,1.885658939,J Exp Med
4.82,0.289061378,J Med Chem
4.098,0.254593071,Infect Immun
3.811,0.336190698,Atherosclerosis
3.352,2.257423405,Neuroscience
5.229,0.386678112,J Mol Biol
4.146,0.203141991,J Mol Biol
6.081,1.994408172,Free Radical Bio Med
2.432,0.204536032,Eur J Pharmacol
9.598,0.807991985,P Natl Acad Sci Usa
2.163,0.587005684,Cancer Cytopathol
3.638,0.145563723,J Cell Physiol
1.28,0.335425466,Curr Eye Res
4.018,0.310906192,Dna Repair
4.351,0.5309011,Plos One
3.439,0.139726719,J Clin Microbiol
4.492,0.222835148,Gene Ther
13.894,1.527255337,Neuron
23.175,6.269419273,Jama-J Am Med Assoc
6.677,0.710468291,Chem Biol
2.651,0.44273717,Exp Eye Res
4.352,0.777333323,Schizophrenia Bull
3.369,0.874781136,Exp Neurol
4.869,7.206549608,Neuroimage
3.405,2.579610415,Am J Physiol-Reg I
6.202,2.057725957,J Clin Endocr Metab
4.199,0.452178279,Dna Repair
5.527,0.750388703,Mol Cell Biol
3.581,0.23500706,Biochem Pharmacol
9.771,1.403408513,P Natl Acad Sci Usa
14.484,2.635524892,J Exp Med
5.113,2.37703316,J Proteome Res
3.855,0.467652022,J Mol Endocrinol
3.222,1.02247145,Drug Alcohol Depen
9.681,3.552991298,P Natl Acad Sci Usa
2.402,0.33342287,J Int Neuropsych Soc
16.915,5.690560548,J Clin Invest
28.103,4.420455178,Science
29.747,3.245188305,Science
4.932,0.605135807,Glia
9.598,2.132119218,J Cell Biol
28.389,0.706179412,Cell
4.961,0.345763564,Dev Psychopathol
3.065,0.075026056,Depress Anxiety
4.741,0.136010861,Cell Signal
9.432,1.421341417,P Natl Acad Sci Usa
7.69,1.090285377,Cancer Res
2.866,0.067971796,Mech Ageing Dev
1.913,0.256170414,Biophys Chem
1.786,0.454949943,Hfsp J
7.514,2.704020978,Cancer Res
4.008,0.32396604,Biochemistry-Us
8.58,0.381792997,J Am Chem Soc
4.881,0.494001125,J Physiol-London
9.596,0.29130482,Angew Chem Int Edit
6.26,3.08410443,Lab Chip
2.005,0.616402321,J Biomech
9.771,2.150425124,P Natl Acad Sci Usa
3.292,4.976651267,Neuroscience
